Quantify Compound Summary Report 												
												
Printed Tue Mar 26 11:36:13 2024												
												
Compound 1:  Sodium pyruvate m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
31	31	XS1_240322_MB_PooledQC_05		0	13.83	2.317		2.317	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	13.71	1.809		1.809	bb			2
1	1	XS1_240322_MB_SST_01		0	13.57	13.922		13.922	bb			7
38	38	XS1_240322_MB_SST_02		0	13.54	11.411		11.411	bb			7
												
Compound 32:  a-Ketoglutaric acid m+2												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0								
23	23	XS1_240322_27_NC_F_30_g2		0	14.39	12.937		12.937	bb			3
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0	14.49	4.392		4.392	bb			5
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0	14.35	4.896		4.896	bb			3
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	14.29	3.129		3.129	bb			3
25	25	XS1_240322_MB_PooledQC_04		0	13.81	1.458		1.458	bb			2
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0	14.05	1244.26		1244.26	bb			332
38	38	XS1_240322_MB_SST_02		0	14.03	1424.459		1424.459	bb			490
												
Compound 33:  a-Ketoglutaric acid m+3												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.4	0.918		0.918	bb			2
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0	14.44	0.501		0.501	bb			2
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0	13.64	0.847		0.847	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0								
23	23	XS1_240322_27_NC_F_30_g2		0								
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0	13.64	0.93		0.93	bb			2
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0	14.42	0.409		0.409	bb			1
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0	13.55	1.389		1.389	bb			2
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0	14.12	0.06		0.06	bb			1
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0	13.95	0.339		0.339	bb			1
18	18	XS1_240322_MB_PooledQC_03		0								
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0	13.96	0.194		0.194	bb			0
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0	14.13	9.337		9.337	bb			4
38	38	XS1_240322_MB_SST_02		0	14.05	6.476		6.476	bb			7
												
Compound 34:  a-Ketoglutaric acid m+4												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	13.97	6.048		6.048	bb			7
2	2	XS1_240322_02_NC_C_A2		0	13.97	2.214		2.214	bb			6
8	8	XS1_240322_06_CA_C_B1		0	13.95	12.412		12.412	bb			16
20	20	XS1_240322_07_CA_C_B2		0	13.99	18.704		18.704	bb			10
36	36	XS1_240322_10_NC_F_7_C1		0	13.97	5.238		5.238	bb			7
29	29	XS1_240322_11_NC_F_7_C2		0	13.72	29.901		29.901	bb			13
27	27	XS1_240322_14_CA_F_7_D1		0	13.99	8.069		8.069	bb			8
35	35	XS1_240322_15_CA_F_7_D2		0	13.98	1.546		1.546	bb			3
22	22	XS1_240322_18_NC_F_15_E1		0	13.96	10.256		10.256	bb			15
28	28	XS1_240322_19_NC_F_15_E2		0	13.94	6.253		6.253	bb			10
34	34	XS1_240322_22_CA_F_15_F1		0	13.95	14.986		14.986	bb			7
32	32	XS1_240322_23_CA_F_15_F2		0	13.94	16.199		16.199	bb			9
4	4	XS1_240322_26_NC_F_30_g1		0	13.97	9.758		9.758	bb			11
23	23	XS1_240322_27_NC_F_30_g2		0	13.95	10.654		10.654	bb			12
5	5	XS1_240322_30_CA_h_30_h1		0	13.97	15.984		15.984	bb			19
9	9	XS1_240322_31_CA_h_30_h2		0	13.98	18.885		18.885	bb			11
12	12	XS1_240322_34_NC_F_45_I1		0	13.95	14.405		14.405	bb			10
11	11	XS1_240322_35_NC_F_45_I2		0	13.96	13.535		13.535	bb			11
3	3	XS1_240322_38_CA_J_45_J1		0	13.98	17.796		17.796	bb			12
7	7	XS1_240322_39_CA_J_45_J2		0	14.01	7.786		7.786	bb			6
33	33	XS1_240322_42_NC_K_60_K1		0	13.98	9.02		9.02	bb			10
14	14	XS1_240322_43_NC_K_60_K2		0	13.99	14.351		14.351	bb			8
21	21	XS1_240322_46_CA_F_60_L1		0	13.98	12.634		12.634	bb			10
6	6	XS1_240322_47_CA_F_60_L2		0	13.98	20.161		20.161	bb			13
13	13	XS1_240322_50_NC_F_90_M1		0	14	14.686		14.686	bb			8
30	30	XS1_240322_51_NC_F_90_M2		0	13.95	5.273		5.273	bb			7
26	26	XS1_240322_54_CA_F_90_N1		0	13.98	13.186		13.186	bb			11
37	37	XS1_240322_55_CA_F_90_N2		0	14	15.107		15.107	bb			8
15	15	XS1_240322_58_NC_media_AK1		0	13.98	2.133		2.133	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	14.36	0.985		0.985	bb			2
24	24	XS1_240322_60_CA_media_AL1		0	14.13	1.952		1.952	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.27	5.429		5.429	bb			2
18	18	XS1_240322_MB_PooledQC_03		0	13.85	0.101		0.101	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	13.95	0.125		0.125	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	13.95	1.448		1.448	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	13.99	12.66		12.66	bb			8
1	1	XS1_240322_MB_SST_01		0	13.61	37.645		37.645	bb			27
38	38	XS1_240322_MB_SST_02		0	13.95	1.835		1.835	bb			3
												
Compound 35:  a-Ketoglutaric acid m+5												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.21	0.437		0.437	bb			1
2	2	XS1_240322_02_NC_C_A2		0	13.73	8.2		8.2	bb			3
8	8	XS1_240322_06_CA_C_B1		0	14.07	0.724		0.724	bb			2
20	20	XS1_240322_07_CA_C_B2		0	13.94	3.458		3.458	bb			2
36	36	XS1_240322_10_NC_F_7_C1		0	14.2	0.416		0.416	bb			1
29	29	XS1_240322_11_NC_F_7_C2		0	13.97	2.419		2.419	bb			2
27	27	XS1_240322_14_CA_F_7_D1		0	13.95	5.918		5.918	bb			2
35	35	XS1_240322_15_CA_F_7_D2		0	14.31	4.169		4.169	bb			1
22	22	XS1_240322_18_NC_F_15_E1		0	14.11	7.336		7.336	bb			2
28	28	XS1_240322_19_NC_F_15_E2		0	13.59	4.926		4.926	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0	13.57	3.508		3.508	bb			2
32	32	XS1_240322_23_CA_F_15_F2		0	14.42	0.217		0.217	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	13.95	1.082		1.082	bb			2
23	23	XS1_240322_27_NC_F_30_g2		0	13.71	2.162		2.162	bb			2
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0	13.98	7.715		7.715	bb			3
12	12	XS1_240322_34_NC_F_45_I1		0	14.36	6.8		6.8	bb			2
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0	13.74	0.467		0.467	bb			1
14	14	XS1_240322_43_NC_K_60_K2		0	13.95	4.822		4.822	bb			2
21	21	XS1_240322_46_CA_F_60_L1		0	13.95	2.541		2.541	bb			3
6	6	XS1_240322_47_CA_F_60_L2		0	13.94	1.184		1.184	bb			3
13	13	XS1_240322_50_NC_F_90_M1		0	13.72	3.447		3.447	bb			1
30	30	XS1_240322_51_NC_F_90_M2		0	13.71	0.041		0.041	bb			1
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0	14.05	3.262		3.262	bb			1
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0	14.47	2.683		2.683	bb			1
19	19	XS1_240322_61_CA_media_AL2		0	14.3	0.348		0.348	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	13.83	0.571		0.571	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	14	2.86		2.86	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	14.18	2.148		2.148	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	14.1	1.682		1.682	bb			2
1	1	XS1_240322_MB_SST_01		0	14.35	15.097		15.097	bb			3
38	38	XS1_240322_MB_SST_02		0								
												
Compound 36:  GA3P m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	13.73	11.328		11.328	bb			3
2	2	XS1_240322_02_NC_C_A2		0	13.7	5.093		5.093	bb			5
8	8	XS1_240322_06_CA_C_B1		0	13.7	5.605		5.605	bb			4
20	20	XS1_240322_07_CA_C_B2		0	14.13	18.32		18.32	bb			14
36	36	XS1_240322_10_NC_F_7_C1		0	14.12	16.011		16.011	bb			10
29	29	XS1_240322_11_NC_F_7_C2		0	13.72	0.727		0.727	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	14.14	8.225		8.225	bb			5
35	35	XS1_240322_15_CA_F_7_D2		0	13.68	1.763		1.763	bb			3
22	22	XS1_240322_18_NC_F_15_E1		0	13.69	4.365		4.365	bb			5
28	28	XS1_240322_19_NC_F_15_E2		0	14.12	3.453		3.453	bb			5
34	34	XS1_240322_22_CA_F_15_F1		0	13.69	5.275		5.275	bb			6
32	32	XS1_240322_23_CA_F_15_F2		0	14.13	8.323		8.323	bb			9
4	4	XS1_240322_26_NC_F_30_g1		0	13.71	8.385		8.385	bb			6
23	23	XS1_240322_27_NC_F_30_g2		0	13.68	4.54		4.54	bb			4
5	5	XS1_240322_30_CA_h_30_h1		0	13.7	7.622		7.622	bb			5
9	9	XS1_240322_31_CA_h_30_h2		0	13.68	6.67		6.67	bb			6
12	12	XS1_240322_34_NC_F_45_I1		0	13.96	1.142		1.142	bb			2
11	11	XS1_240322_35_NC_F_45_I2		0	13.71	0.223		0.223	bb			1
3	3	XS1_240322_38_CA_J_45_J1		0	14.15	11.632		11.632	bb			8
7	7	XS1_240322_39_CA_J_45_J2		0	13.69	5.26		5.26	bb			5
33	33	XS1_240322_42_NC_K_60_K1		0	13.72	4.149		4.149	bb			4
14	14	XS1_240322_43_NC_K_60_K2		0	13.72	2.012		2.012	bb			3
21	21	XS1_240322_46_CA_F_60_L1		0	13.71	7.85		7.85	bb			5
6	6	XS1_240322_47_CA_F_60_L2		0	13.7	9.438		9.438	bb			7
13	13	XS1_240322_50_NC_F_90_M1		0	13.72	0.583		0.583	bb			1
30	30	XS1_240322_51_NC_F_90_M2		0	14.15	20.21		20.21	bb			7
26	26	XS1_240322_54_CA_F_90_N1		0	13.69	5.468		5.468	bb			5
37	37	XS1_240322_55_CA_F_90_N2		0	13.66	7.666		7.666	bb			6
15	15	XS1_240322_58_NC_media_AK1		0	13.69	0.28		0.28	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	14.13	4.173		4.173	bb			4
24	24	XS1_240322_60_CA_media_AL1		0	14.12	11.931		11.931	bb			13
19	19	XS1_240322_61_CA_media_AL2		0	14.17	9.473		9.473	bb			4
18	18	XS1_240322_MB_PooledQC_03		0	13.75	0.453		0.453	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	14.13	13.555		13.555	bb			4
31	31	XS1_240322_MB_PooledQC_05		0	13.73	0.285		0.285	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	14.13	7.115		7.115	bb			8
1	1	XS1_240322_MB_SST_01		0	13.93	26360.918		26360.918	bb			15557
38	38	XS1_240322_MB_SST_02		0	13.91	23013.887		23013.887	bb			19923
												
Compound 37:  GA3P m+1												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.13	0.094		0.094	bb			1
2	2	XS1_240322_02_NC_C_A2		0	13.7	3.948		3.948	bb			3
8	8	XS1_240322_06_CA_C_B1		0	13.65	0.365		0.365	bb			1
20	20	XS1_240322_07_CA_C_B2		0	13.64	2.674		2.674	bb			4
36	36	XS1_240322_10_NC_F_7_C1		0	14.28	17.118		17.118	bb			15
29	29	XS1_240322_11_NC_F_7_C2		0	14.29	12.192		12.192	bb			10
27	27	XS1_240322_14_CA_F_7_D1		0	14.31	11.104		11.104	bb			9
35	35	XS1_240322_15_CA_F_7_D2		0	14.24	22.367		22.367	bb			16
22	22	XS1_240322_18_NC_F_15_E1		0	14.3	13.374		13.374	bb			15
28	28	XS1_240322_19_NC_F_15_E2		0	14.3	17.625		17.625	bb			6
34	34	XS1_240322_22_CA_F_15_F1		0	14.27	30.615		30.615	bb			15
32	32	XS1_240322_23_CA_F_15_F2		0	14.29	26.129		26.129	bb			25
4	4	XS1_240322_26_NC_F_30_g1		0	14.28	37.123		37.123	bb			26
23	23	XS1_240322_27_NC_F_30_g2		0	14.26	25.103		25.103	bb			20
5	5	XS1_240322_30_CA_h_30_h1		0	14.24	90.518		90.518	bb			65
9	9	XS1_240322_31_CA_h_30_h2		0	14.28	95.697		95.697	bb			92
12	12	XS1_240322_34_NC_F_45_I1		0	14.24	24.283		24.283	bb			16
11	11	XS1_240322_35_NC_F_45_I2		0	14.27	50.312		50.312	bb			28
3	3	XS1_240322_38_CA_J_45_J1		0	14.24	78.895		78.895	bb			66
7	7	XS1_240322_39_CA_J_45_J2		0	14.27	81.841		81.841	bb			33
33	33	XS1_240322_42_NC_K_60_K1		0	14.3	11.431		11.431	bb			11
14	14	XS1_240322_43_NC_K_60_K2		0	14.27	16.733		16.733	bb			19
21	21	XS1_240322_46_CA_F_60_L1		0	14.28	41.939		41.939	bb			24
6	6	XS1_240322_47_CA_F_60_L2		0	14.27	83.352		83.352	bb			65
13	13	XS1_240322_50_NC_F_90_M1		0	14.27	50.559		50.559	bb			28
30	30	XS1_240322_51_NC_F_90_M2		0	14.3	35.311		35.311	bb			29
26	26	XS1_240322_54_CA_F_90_N1		0	14.28	26.798		26.798	bb			27
37	37	XS1_240322_55_CA_F_90_N2		0	14.27	67.375		67.375	bb			60
15	15	XS1_240322_58_NC_media_AK1		0	14.25	0.566		0.566	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	13.75	0.309		0.309	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	14.1	1.104		1.104	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.14	1.539		1.539	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.3	0.388		0.388	bb			1
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	14.27	30.083		30.083	bb			16
1	1	XS1_240322_MB_SST_01		0	13.93	104.114		104.114	bb			74
38	38	XS1_240322_MB_SST_02		0	13.91	66.646		66.646	bb			80
												
Compound 38:  GA3P m+2												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.17	1.844		1.844	bb			3
2	2	XS1_240322_02_NC_C_A2		0	14.2	6.484		6.484	bb			4
8	8	XS1_240322_06_CA_C_B1		0	13.71	0.861		0.861	bb			0
20	20	XS1_240322_07_CA_C_B2		0	14.15	3.513		3.513	bb			4
36	36	XS1_240322_10_NC_F_7_C1		0	14.17	1.806		1.806	bb			1
29	29	XS1_240322_11_NC_F_7_C2		0	14.26	3.368		3.368	bb			2
27	27	XS1_240322_14_CA_F_7_D1		0	14.18	2.184		2.184	bb			2
35	35	XS1_240322_15_CA_F_7_D2		0	14.14	0.644		0.644	bb			1
22	22	XS1_240322_18_NC_F_15_E1		0	14.12	2.251		2.251	bb			2
28	28	XS1_240322_19_NC_F_15_E2		0	14.15	0.921		0.921	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0	13.64	0.166		0.166	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	14.14	1.523		1.523	bb			2
23	23	XS1_240322_27_NC_F_30_g2		0	14.19	3.958		3.958	bb			4
5	5	XS1_240322_30_CA_h_30_h1		0	14.2	0.243		0.243	bb			1
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0	14.19	3.561		3.561	bb			4
3	3	XS1_240322_38_CA_J_45_J1		0	14.13	3.942		3.942	bb			3
7	7	XS1_240322_39_CA_J_45_J2		0	14.19	3.329		3.329	bb			3
33	33	XS1_240322_42_NC_K_60_K1		0	14.15	2.505		2.505	bb			2
14	14	XS1_240322_43_NC_K_60_K2		0	14.18	2.7		2.7	bb			2
21	21	XS1_240322_46_CA_F_60_L1		0	14.18	4.832		4.832	bb			3
6	6	XS1_240322_47_CA_F_60_L2		0	14.18	0.383		0.383	bb			2
13	13	XS1_240322_50_NC_F_90_M1		0	14.22	2.742		2.742	bb			3
30	30	XS1_240322_51_NC_F_90_M2		0	14.17	0.928		0.928	bb			2
26	26	XS1_240322_54_CA_F_90_N1		0	14.11	4.623		4.623	bb			1
37	37	XS1_240322_55_CA_F_90_N2		0	14.14	1.872		1.872	bb			1
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0	14.23	0.219		0.219	bb			1
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0	14.12	2.33		2.33	bb			2
18	18	XS1_240322_MB_PooledQC_03		0	14.17	2.183		2.183	bb			3
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	13.63	3.837		3.837	bb			2
1	1	XS1_240322_MB_SST_01		0	13.94	14.724		14.724	bb			7
38	38	XS1_240322_MB_SST_02		0	13.92	19.326		19.326	bb			6
												
Compound 39:  GA3P m+3												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	13.64	0.266		0.266	bb			0
2	2	XS1_240322_02_NC_C_A2		0	14.15	0.755		0.755	bb			1
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0	13.6	1.928		1.928	bb			3
36	36	XS1_240322_10_NC_F_7_C1		0	14.12	0.729		0.729	bb			2
29	29	XS1_240322_11_NC_F_7_C2		0	13.63	1.754		1.754	bb			2
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0	14.21	2.638		2.638	bb			2
28	28	XS1_240322_19_NC_F_15_E2		0	14.14	0.564		0.564	bb			1
34	34	XS1_240322_22_CA_F_15_F1		0	13.6	2.054		2.054	bb			2
32	32	XS1_240322_23_CA_F_15_F2		0	13.59	2.825		2.825	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	14.17	4.81		4.81	bb			3
23	23	XS1_240322_27_NC_F_30_g2		0	14.13	0.164		0.164	bb			0
5	5	XS1_240322_30_CA_h_30_h1		0	14.02	5.591		5.591	bb			2
9	9	XS1_240322_31_CA_h_30_h2		0	14.11	4.878		4.878	bb			4
12	12	XS1_240322_34_NC_F_45_I1		0	14.12	0.41		0.41	bb			1
11	11	XS1_240322_35_NC_F_45_I2		0	14.14	0.237		0.237	bb			1
3	3	XS1_240322_38_CA_J_45_J1		0	14.05	0.185		0.185	bb			1
7	7	XS1_240322_39_CA_J_45_J2		0	14.02	5.65		5.65	bb			4
33	33	XS1_240322_42_NC_K_60_K1		0	13.62	4.691		4.691	bb			3
14	14	XS1_240322_43_NC_K_60_K2		0	13.69	0.118		0.118	bb			0
21	21	XS1_240322_46_CA_F_60_L1		0	13.64	1.286		1.286	bb			2
6	6	XS1_240322_47_CA_F_60_L2		0	14.09	10.092		10.092	bb			4
13	13	XS1_240322_50_NC_F_90_M1		0	14.06	0.122		0.122	bb			1
30	30	XS1_240322_51_NC_F_90_M2		0	14.11	0.547		0.547	bb			1
26	26	XS1_240322_54_CA_F_90_N1		0	14.05	0.762		0.762	bb			2
37	37	XS1_240322_55_CA_F_90_N2		0	14.02	4.918		4.918	bb			4
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0	14.13	0.19		0.19	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.06	0.472		0.472	bb			1
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	14.07	0.147		0.147	bb			1
1	1	XS1_240322_MB_SST_01		0	13.64	5.132		5.132	bb			2
38	38	XS1_240322_MB_SST_02		0	13.55	1.802		1.802	bb			1
												
Compound 40:  2-Phosphoglyceric acid m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.08	1097.436		1097.436	MM			337
2	2	XS1_240322_02_NC_C_A2		0	14.05	1377.574		1377.574	MM			411
8	8	XS1_240322_06_CA_C_B1		0	14.08	2990.336		2990.336	MM			447
20	20	XS1_240322_07_CA_C_B2		0	14.11	2296.794		2296.794	MM			596
36	36	XS1_240322_10_NC_F_7_C1		0	14.06	1252.536		1252.536	MM			432
29	29	XS1_240322_11_NC_F_7_C2		0	14.12	588.14		588.14	MM			215
27	27	XS1_240322_14_CA_F_7_D1		0	14.06	193.003		193.003	MM			54
35	35	XS1_240322_15_CA_F_7_D2		0	14.07	319.963		319.963	MM			98
22	22	XS1_240322_18_NC_F_15_E1		0	14.09	547.311		547.311	MM			175
28	28	XS1_240322_19_NC_F_15_E2		0	14.1	1002.119		1002.119	MM			344
34	34	XS1_240322_22_CA_F_15_F1		0	14.06	236.699		236.699	MM			67
32	32	XS1_240322_23_CA_F_15_F2		0	14.03	318.783		318.783	MM			109
4	4	XS1_240322_26_NC_F_30_g1		0	14.06	774.002		774.002	MM			212
23	23	XS1_240322_27_NC_F_30_g2		0	14.12	678.791		678.791	MM			203
5	5	XS1_240322_30_CA_h_30_h1		0	14.04	246.561		246.561	MM			69
9	9	XS1_240322_31_CA_h_30_h2		0	14.05	417.811		417.811	MM			120
12	12	XS1_240322_34_NC_F_45_I1		0	14.06	534.91		534.91	MM			157
11	11	XS1_240322_35_NC_F_45_I2		0	14.07	656.644		656.644	MM			240
3	3	XS1_240322_38_CA_J_45_J1		0	14.06	303.194		303.194	MM			86
7	7	XS1_240322_39_CA_J_45_J2		0	14.08	256.316		256.316	MM			70
33	33	XS1_240322_42_NC_K_60_K1		0	14.08	218.217		218.217	MM			64
14	14	XS1_240322_43_NC_K_60_K2		0	14.09	260.131		260.131	MM			79
21	21	XS1_240322_46_CA_F_60_L1		0	14.1	349.689		349.689	MM			103
6	6	XS1_240322_47_CA_F_60_L2		0	14.09	300.57		300.57	MM			44
13	13	XS1_240322_50_NC_F_90_M1		0	14.09	448.404		448.404	MM			124
30	30	XS1_240322_51_NC_F_90_M2		0	14.06	382.151		382.151	MM			123
26	26	XS1_240322_54_CA_F_90_N1		0	14.1	197.923		197.923	MM			66
37	37	XS1_240322_55_CA_F_90_N2		0	14.06	224.258		224.258	MM			68
15	15	XS1_240322_58_NC_media_AK1		0	13.68	2.716		2.716	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	14.2	7.371		7.371	bb			4
24	24	XS1_240322_60_CA_media_AL1		0	14.07	0.987		0.987	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	13.53	1.322		1.322	bb			2
18	18	XS1_240322_MB_PooledQC_03		0	14.06	25.703		25.703	bb			10
25	25	XS1_240322_MB_PooledQC_04		0	14	3.369		3.369	bb			3
31	31	XS1_240322_MB_PooledQC_05		0	13.94	9.999		9.999	bb			5
10	10	XS1_240322_MB_PooledQC_06		0	14.1	302.401		302.401	bb			104
1	1	XS1_240322_MB_SST_01		0	13.77	72533.375		72533.375	bb			17974
38	38	XS1_240322_MB_SST_02		0	13.75	73627.07		73627.07	bb			25888
												
Compound 41:  2-Phosphoglyceric acid m+1												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	13.59	1.156		1.156	MM			1
2	2	XS1_240322_02_NC_C_A2		0	14.06	13.859		13.859	MM			9
8	8	XS1_240322_06_CA_C_B1		0	14.11	22.89		22.89	bb			11
